İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
38754580,14 Nisan 2026,Chrysler,300 C,2.7,2005,300.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,2736 cc,190 hp,Arkadan İtiş,"10,8 lt",76 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1050000.0
39641708,13 Nisan 2026,Chrysler,Sebring,2.7 LX,2003,365.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),2736 cc,203 hp,Önden Çekiş,"10,2 lt",60 lt,"11 boyalı, 1 lokal boyalı",Takasa Uygun,Sahibinden,İkinci El,499000.0
39567375,11 Nisan 2026,Chrysler,Neon,2.0 LE,1995,235.000 km,Otomatik,LPG & Benzin,Sedan,Mor,1995 cc,132 hp,Önden Çekiş,,68 lt,Belirtilmemiş,,Sahibinden,İkinci El,280000.0
39523326,10 Nisan 2026,Chrysler,Stratus,2.5 LX,1999,320.000 km,Otomatik,LPG & Benzin,Sedan,Gri,2497 cc,163 hp,Önden Çekiş,"10,7 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,527000.0
38641282,09 Nisan 2026,Chrysler,300 C,3.0 CRD,2007,319.400 km,Otomatik,Dizel,Sedan,Mavi,2987 cc,218 hp,Arkadan İtiş,"8,1 lt",76 lt,"2 değişen, 7 boyalı",Takasa Uygun,Galeriden,İkinci El,999998.0
36374763,09 Nisan 2026,Chrysler,300 C,3.0 CRD,2010,288.000 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,218 hp,Arkadan İtiş,"8,1 lt",76 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,1235750.0
39423456,07 Nisan 2026,Chrysler,300 C,2.7,2005,340.000 km,Otomatik,LPG & Benzin,Sedan,Gri (metalik),2736 cc,190 hp,Arkadan İtiş,"10,8 lt",76 lt,10 boyalı,,Sahibinden,İkinci El,995000.0
39431042,07 Nisan 2026,Chrysler,300 C,2.7,2005,385.000 km,Otomatik,LPG & Benzin,Sedan,Gri,2736 cc,190 hp,Arkadan İtiş,"10,8 lt",76 lt,Belirtilmemiş,,Sahibinden,İkinci El,1050000.0
39304202,03 Nisan 2026,Chrysler,300 C,3.0 CRD,2007,310.000 km,Otomatik,Dizel,Sedan,Gri (titanyum),2987 cc,218 hp,Arkadan İtiş,"8,1 lt",76 lt,"1 değişen, 10 lokal boyalı",Takasa Uygun,Sahibinden,İkinci El,1148000.0
39269082,01 Nisan 2026,Chrysler,Stratus,2.5 LX,2000,159.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,2497 cc,163 hp,Önden Çekiş,"10,7 lt",60 lt,1 boyalı,Takasa Uygun,Sahibinden,İkinci El,475000.0
39266885,01 Nisan 2026,Chrysler,Sebring,2.7 LX,2001,296.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,2736 cc,203 hp,Önden Çekiş,"10,6 lt",65 lt,10 boyalı,Takasa Uygun,Sahibinden,İkinci El,380000.0
39217072,31 Mart 2026,Chrysler,LHS,3.5,1997,263.000 km,Otomatik,LPG & Benzin,Sedan,Altın,3518 cc,215 hp,Önden Çekiş,,68 lt,Belirtilmemiş,,Sahibinden,İkinci El,500000.0
39100892,27 Mart 2026,Chrysler,Sebring,2.4 Limited,2007,130.000 km,Otomatik,LPG & Benzin,Sedan,Gri,2429 cc,143 hp,Önden Çekiş,"10,3 lt",60 lt,1 boyalı,,Sahibinden,İkinci El,575000.0
38945559,24 Mart 2026,Chrysler,300 C,3.6,2012,140.000 km,Otomatik,Benzin,Sedan,Beyaz,3604 cc,296 hp,Arkadan İtiş,"10,2 lt",72 lt,Belirtilmemiş,,Sahibinden,İkinci El,1750000.0
38822823,18 Mart 2026,Chrysler,PT Cruiser,2.0 Limited,2003,206.152 km,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1995 cc,141 hp,Önden Çekiş,"9,8 lt",57 lt,1 lokal boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,500000.0
38340992,05 Mart 2026,Chrysler,Stratus,2.5 LX,1997,330.000 km,Otomatik,LPG & Benzin,Sedan,Gri,2497 cc,163 hp,Önden Çekiş,"10,7 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,515000.0
38328590,01 Mart 2026,Chrysler,300 M,3.5,2001,244.000 km,Otomatik,Benzin,Sedan,Siyah,3518 cc,252 hp,Önden Çekiş,"11,6 lt",64 lt,2 boyalı,,Sahibinden,İkinci El,520000.0
36427229,17 Şubat 2026,Chrysler,Sebring,2.7 LX,2005,253.000 km,Otomatik,Benzin,Sedan,Lacivert,2736 cc,203 hp,Önden Çekiş,"10,6 lt",65 lt,12 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,585000.0
37545855,07 Şubat 2026,Chrysler,300 C,3.0 CRD,2007,390.000 km,Otomatik,Dizel,Sedan,Füme,2987 cc,218 hp,Arkadan İtiş,"8,1 lt",76 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,1100000.0
37507973,04 Şubat 2026,Chrysler,300 C,3.0 CRD,2008,340.000 km,Otomatik,Dizel,Sedan,Gri,2987 cc,218 hp,Arkadan İtiş,"8,1 lt",76 lt,1 değişen,,Sahibinden,İkinci El,950000.0
35405844,02 Şubat 2026,Chrysler,Concorde,3.5,1996,370.000 km,Otomatik,LPG & Benzin,Sedan,Bordo,3518 cc,215 hp,Önden Çekiş,,68 lt,Belirtilmemiş,,Sahibinden,İkinci El,280000.0
37027059,21 Ocak 2026,Chrysler,Stratus,2.5 LX,1997,245.000 km,Otomatik,LPG & Benzin,Sedan,Kahverengi,2497 cc,163 hp,Önden Çekiş,"10,7 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,380000.0
36789274,13 Ocak 2026,Chrysler,Sebring,2.0 CRD Limited,2009,213.000 km,Otomatik,Dizel,Sedan,Siyah,1968 cc,140 hp,Önden Çekiş,"6,7 lt",64 lt,1 değişen,Takasa Uygun,Sahibinden,İkinci El,892000.0
36389628,30 Aralık 2025,Chrysler,Sebring,2.0 CRD Limited,2008,425.000 km,Düz,Dizel,Sedan,Beyaz,1968 cc,140 hp,Önden Çekiş,"6,2 lt",64 lt,"1 değişen, 2 boyalı, 3 lokal boyalı",,Sahibinden,İkinci El,450000.0
36378372,30 Aralık 2025,Chrysler,300 C,2.7,2005,209.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),2736 cc,190 hp,Arkadan İtiş,"10,8 lt",76 lt,Belirtilmemiş,,Sahibinden,İkinci El,1125000.0
33606822,28 Aralık 2025,Chrysler,Sebring,2.0 CRD Limited,2007,392.000 km,Düz,Dizel,Sedan,Beyaz,1968 cc,140 hp,Önden Çekiş,"6,2 lt",64 lt,Tamamı orjinal,,Sahibinden,İkinci El,850000.0
36133836,23 Aralık 2025,Chrysler,300 C,3.0 CRD,2007,510.000 km,Otomatik,Dizel,Sedan,Yeşil (metalik),2987 cc,218 hp,Arkadan İtiş,"8,1 lt",76 lt,7 boyalı,Takasa Uygun,Sahibinden,İkinci El,850000.0
35591144,07 Aralık 2025,Chrysler,Stratus,2.0 LE,1999,265.500 km,Otomatik,LPG & Benzin,Sedan,Füme,1801 - 2000 cm3,-,-,,,Tamamı boyalı,-,Sahibinden,İkinci El,385000.0
35023753,22 Kasım 2025,Chrysler,Sebring,2.0 CRD Limited,2008,268.000 km,Düz,Dizel,Sedan,Gri (metalik),1968 cc,140 hp,Önden Çekiş,"6,2 lt",64 lt,"1 değişen, 1 lokal boyalı",,Sahibinden,İkinci El,520000.0
39621091,13 Mayıs 2026,Citroen,C-Elysée,1.6 BlueHDI Live,2018,250.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,100 hp,Önden Çekiş,"3,8 lt",50 lt,1 değişen,Takasa Uygun,Galeriden,İkinci El,640000.0
39650215,13 Mayıs 2026,Citroen,Xsara,1.4 HDi,2005,306.500 km,Düz,Dizel,Station wagon,Beyaz,1398 cc,69 hp,Önden Çekiş,"4,6 lt",54 lt,3 boyalı,Takasa Uygun,Galeriden,İkinci El,245500.0
32122921,12 Mayıs 2026,Citroen,C3,1.4 HDi SX,2004,312.000 km,Düz,Dizel,Hatchback/5,Mavi,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,1 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,350000.0
40370922,11 Mayıs 2026,Citroen,C4 X,1.2 PureTech Feel Bold,2023,69.000 km,Otomatik,Benzin,SUV,Siyah,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1385000.0
39534994,09 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Shine,2017,225.000 km,Düz,Dizel,Sedan,Gri,1560 cc,93 hp,Önden Çekiş,"4,1 lt",48 lt,2 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,690000.0
40304203,08 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2021,149.900 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,5 boyalı,Takasa Uygun,Galeriden,İkinci El,668000.0
40301971,08 Mayıs 2026,Citroen,C6,2.7 HDi,2008,250.000 km,Otomatik,Dizel,Sedan,Lacivert,2720 cc,210 hp,Önden Çekiş,"8,7 lt",72 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,785000.0
40289127,07 Mayıs 2026,Citroen,C3,1.4 HDi Attraction,2011,204.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,71 hp,Önden Çekiş,"4,1 lt",50 lt,"1 değişen, 4 boyalı, 2 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,379000.0
40285693,07 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Live,2017,258.500 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,597500.0
38786463,07 Mayıs 2026,Citroen,C4 X,1.2 PureTech Shine Bold,2024,15.000 km,Otomatik,Benzin,SUV,Kırmızı,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,1 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,1609000.0
40261897,06 Mayıs 2026,Citroen,C4,1.6 HDi Easy,2015,262.500 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,1 lt",60 lt,2 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,617500.0
39847918,06 Mayıs 2026,Citroen,C4,1.2 PureTech Feel Bold,2022,61.000 km,Otomatik,Benzin,SUV,Füme,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,1 değişen,Takasa Uygun,Galeriden,İkinci El,1385000.0
39841896,06 Mayıs 2026,Citroen,C3,1.2 PureTech Shine,2021,33.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1185000.0
40222748,05 Mayıs 2026,Citroen,C3,1.2 PureTech Shine,2020,89.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,,,"1 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1090000.0
38786496,05 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2022,82.700 km,Düz,Dizel,Sedan,Füme,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,"1 değişen, 3 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,819900.0
39391798,04 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2023,68.000 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,,,2 boyalı,Takasa Uygun,Galeriden,İkinci El,895000.0
38507004,04 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Confort,2015,302.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"3 değişen, 3 boyalı, 3 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,440000.0
39812219,03 Mayıs 2026,Citroen,C3,1.2 PureTech Shine,2022,50.000 km,Otomatik,Benzin,Hatchback/5,Gri,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1185000.0
40141815,02 Mayıs 2026,Citroen,C3,1.2 PureTech Shine,2024,20.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1295000.0
39761062,02 Mayıs 2026,Citroen,C4 X,1.2 PureTech Shine,2024,43.000 km,Otomatik,Benzin,SUV,Füme,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,"1 değişen, 2 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1395000.0
40100107,01 Mayıs 2026,Citroen,AMİ,My Ami Pop,2023,11.000 km,Otomatik,Elektrik,Coupe,Mavi,1598 cc,80 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,410000.0
33559430,01 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2020,136.700 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,824000.0
40096743,30 Nisan 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2019,143.000 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,775000.0
39447224,30 Nisan 2026,Citroen,C3,1.2 PureTech Feel Bold,2024,56.000 km,Düz,Benzin,Hatchback/5,Gri,1199 cc,83 hp,Önden Çekiş,"4,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,965000.0
40078056,30 Nisan 2026,Citroen,C-Elysée,1.6 HDi Feel,2017,93.000 km,Düz,Dizel,Sedan,Gri,1560 cc,93 hp,Önden Çekiş,"4,1 lt",48 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,820000.0
39251869,30 Nisan 2026,Citroen,C4,1.2 PureTech Feel Bold,2024,15.000 km,Otomatik,Benzin,SUV,Siyah,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1465000.0
38786511,27 Nisan 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2021,77.000 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,880000.0
38310529,26 Nisan 2026,Citroen,C-Elysée,1.2 Live,2018,129.000 km,Düz,Benzin,Sedan,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,660000.0
38051125,26 Nisan 2026,Citroen,C3,1.2 PureTech Feel Bold,2024,38.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1190000.0
39093305,25 Nisan 2026,Citroen,C3,1.4 SX,2004,201.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1360 cc,76 hp,Önden Çekiş,"6,2 lt",45 lt,"1 değişen, 5 boyalı, 1 lokal boyalı",Takasa Uygun Değil,Galeriden,İkinci El,385000.0
39416824,24 Nisan 2026,Citroen,C-Elysée,1.2 VTi Confort,2014,219.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1199 cc,73 hp,Önden Çekiş,"5,1 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,445000.0
39041127,23 Nisan 2026,Citroen,C4,1.6 HDi SX,2007,267.000 km,Düz,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,390000.0
34472204,22 Nisan 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2020,165.000 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,4 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,765000.0
39102194,27 Mart 2026,Citroen,e-C4 X,Max,2025,6.000 km,Otomatik,Elektrik,SUV,Lacivert,,156 hp,Önden Çekiş,,,Tamamı orjinal,,Sahibinden,İkinci El,1800000.0
40325694,09 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Confort,2016,230.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"4 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,585000.0
40419805,14 Mayıs 2026,Citroen,C4 X,1.2 PureTech Shine Bold,2023,41.000 km,Otomatik,Benzin,SUV,Füme,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,1 lokal boyalı,,Sahibinden,İkinci El,1590000.0
40436175,14 Mayıs 2026,Citroen,C3,1.4 HDi Exclusive,2011,385.000 km,Düz,Dizel,Hatchback/5,Mavi,1398 cc,71 hp,Önden Çekiş,"4,1 lt",50 lt,"1 değişen, 7 boyalı",,Sahibinden,İkinci El,325000.0
40434961,13 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Attraction,2016,190.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,660000.0
40434431,13 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Live,2017,150.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,3 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,739000.0
40434450,13 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Exclusive,2014,106.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,1 lt",48 lt,Tamamı orjinal,,Sahibinden,İkinci El,895000.0
40433890,13 Mayıs 2026,Citroen,C4,1.6 HDi Easy,2016,222.000 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,1 lt",60 lt,2 lokal boyalı,-,Sahibinden,İkinci El,675000.0
39947068,13 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Shine,2020,151.000 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,4 lokal boyalı,,Sahibinden,İkinci El,750000.0
40433200,13 Mayıs 2026,Citroen,C3,1.4 HDi X Furio,2007,267.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1398 cc,71 hp,Önden Çekiş,"4,4 lt",47 lt,1 değişen,Takasa Uygun,Sahibinden,İkinci El,280000.0
40432600,13 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Feel,2023,59.500 km,Düz,Dizel,Sedan,Füme,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,"2 değişen, 4 boyalı",,Sahibinden,İkinci El,850000.0
40432176,13 Mayıs 2026,Citroen,C4,1.6 HDi Attraction,2012,270.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,93 hp,Önden Çekiş,"4,2 lt",60 lt,"1 değişen, 2 boyalı",,Sahibinden,İkinci El,395000.0
40432162,13 Mayıs 2026,Citroen,Xsara,1.4 HDi,2004,292.000 km,Düz,Dizel,Hatchback/5,Gri,1398 cc,69 hp,Önden Çekiş,"4,5 lt",54 lt,7 boyalı,,Sahibinden,İkinci El,205000.0
38736183,13 Mayıs 2026,Citroen,C5,1.6 HDi SX PK,2010,179.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,111 hp,Önden Çekiş,"5,6 lt",71 lt,"2 değişen, 1 boyalı, 2 lokal boyalı",,Sahibinden,İkinci El,685000.0
40435877,14 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Feel,2017,152.500 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,93 hp,Önden Çekiş,"4,1 lt",48 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,780000.0
31669088,13 Mayıs 2026,Citroen,Xsara,Picasso 1.6 SX,2005,286.000 km,Düz,LPG & Benzin,MPV,Gri,1587 cc,96 hp,Önden Çekiş,"7,5 lt",55 lt,"1 boyalı, 1 lokal boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,550000.0
40432503,14 Mayıs 2026,Citroen,C4,1.6 SX,2005,192.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1587 cc,111 hp,Önden Çekiş,"7,1 lt",60 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,420000.0
40423771,14 Mayıs 2026,Citroen,C3,1.4 Comfort,2010,146.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1360 cc,76 hp,Önden Çekiş,"6,3 lt",50 lt,4 lokal boyalı,,Sahibinden,İkinci El,485000.0
40426724,14 Mayıs 2026,Citroen,C4,1.6 HDi SX,2007,303.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1560 cc,111 hp,Önden Çekiş,"4,5 lt",60 lt,"2 değişen, 2 lokal boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,400000.0
40430133,13 Mayıs 2026,Citroen,C4,1.6 HDi Confort,2013,264.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,93 hp,Önden Çekiş,"4,2 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,469000.0
40429711,13 Mayıs 2026,Citroen,C3,1.2 PureTech Feel,2017,115.000 km,Düz,Benzin,Hatchback/5,Füme,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,699500.0
40428944,13 Mayıs 2026,Citroen,C3,1.4 HDi X,2006,195.000 km,Düz,Dizel,Hatchback/5,Bordo,1398 cc,71 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,360000.0
40428153,13 Mayıs 2026,Citroen,C-Elysée,1.2 VTi Attraction,2014,131.000 km,Düz,Benzin,Sedan,Beyaz,1199 cc,73 hp,Önden Çekiş,"5,3 lt",50 lt,"1 değişen, 3 boyalı",,Sahibinden,İkinci El,580000.0
26259827,13 Mayıs 2026,Citroen,XM,2.0 CT VSX,1997,78.500 km,Düz,Benzin,Hatchback/5,Siyah,1998 cc,152 hp,Önden Çekiş,,80 lt,2 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,1250000.0
40428453,13 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Feel Bold,2023,49.200 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,,Sahibinden,İkinci El,956000.0
40431979,13 Mayıs 2026,Citroen,C4,1.4 SX,2007,271.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1360 cc,91 hp,Önden Çekiş,"6,4 lt",60 lt,"1 boyalı, 1 lokal boyalı",,Sahibinden,İkinci El,310000.0
40428073,13 Mayıs 2026,Citroen,C4 X,1.2 PureTech Max,2025,7.200 km,Otomatik,Benzin,Sedan,Lacivert,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,1705000.0
40433326,13 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Confort,2012,243.000 km,Düz,Dizel,Sedan,Siyah,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"3 değişen, 1 boyalı",,Sahibinden,İkinci El,420000.0
40427091,13 Mayıs 2026,Citroen,C3,1.2 PureTech Feel,2022,86.500 km,Düz,Benzin,Hatchback/5,Füme,1199 cc,83 hp,Önden Çekiş,"4,2 lt",45 lt,1 lokal boyalı,,Sahibinden,İkinci El,828000.0
39579345,13 Mayıs 2026,Citroen,C3,1.2 PureTech Feel,2022,89.500 km,Düz,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,811000.0
40426139,13 Mayıs 2026,Citroen,C-Elysée,1.2 VTi Attraction,2014,242.000 km,Düz,LPG & Benzin,Sedan,Füme,1199 cc,73 hp,Önden Çekiş,"5,3 lt",50 lt,"1 değişen, 11 boyalı",,Sahibinden,İkinci El,450000.0
40431793,13 Mayıs 2026,Citroen,C4,1.6 HDi Attraction,2011,283.000 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,2 lt",60 lt,11 boyalı,Takasa Uygun,Sahibinden,İkinci El,430000.0
40426096,13 Mayıs 2026,Citroen,C4 Grand Picasso,1.6 e-HDi Dynamic,2013,228.000 km,Otomatik,Dizel,MPV,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,5 boyalı,Takasa Uygun,Galeriden,İkinci El,745000.0
38347994,13 Mayıs 2026,Citroen,C-Elysée,1.5 BlueHDI Feel Bold,2023,21.000 km,Düz,Dizel,Sedan,Gri (metalik),1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,,Sahibinden,İkinci El,1060000.0
40430986,13 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Confort,2013,295.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,3 boyalı,Takasa Uygun,Sahibinden,İkinci El,480000.0
38606016,13 Mayıs 2026,Citroen,C3,1.4 HDi Confort,2012,199.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,71 hp,Önden Çekiş,"4,1 lt",50 lt,1 lokal boyalı,,Sahibinden,İkinci El,515000.0
40425102,13 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Attraction,2015,259.500 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"4 değişen, 6 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,425000.0
40428607,13 Mayıs 2026,Citroen,C-Elysée,1.6 HDi Attraction,2016,152.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Tamamı orjinal,,Sahibinden,İkinci El,715000.0
40424546,13 Mayıs 2026,Citroen,C3,1.2 PureTech Feel,2021,40.000 km,Düz,Benzin,Hatchback/5,Beyaz,1199 cc,83 hp,Önden Çekiş,"4,2 lt",45 lt,"1 boyalı, 1 lokal boyalı",,Sahibinden,İkinci El,750000.0
40429981,13 Mayıs 2026,Citroen,C4 Grand Picasso,1.6 HDi VTRPK,2011,173.500 km,Yarı Otomatik,Dizel,MPV,Beyaz,1560 cc,111 hp,Önden Çekiş,"5,7 lt",60 lt,1 değişen,Takasa Uygun Değil,Sahibinden,İkinci El,700000.0
