İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
Kopyalandı33600689,14 Aralık 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2023,75.845 km,Otomatik,Benzin,SUV,Kırmızı,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,İkinci El,1239000.0
Kopyalandı33600604,14 Aralık 2025,Citroen,C3,1.2 PureTech Feel Bold,2024,59.000 km,Otomatik,Benzin,Hatchback/5,Füme,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1155000.0
Kopyalandı32634464,14 Aralık 2025,Citroen,C3,1.4 HDi X Furio,2007,300.000 km,Düz,Dizel,Hatchback/5,Gri,1398 cc,71 hp,Önden Çekiş,"4,4 lt",47 lt,6 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,280000.0
Kopyalandı32565102,14 Aralık 2025,Citroen,C5,1.6 e-HDi Dynamique,2011,240.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,"1 değişen, 9 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,625000.0
Kopyalandı32563105,14 Aralık 2025,Citroen,C3,1.2 PureTech Shine,2019,157.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,985000.0
Kopyalandı32469461,14 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2024,79.000 km,Otomatik,Benzin,SUV,Gri,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1399000.0
Kopyalandı32368895,14 Aralık 2025,Citroen,C4 Grand Picasso,1.6 HDi Dynamic,2007,335.000 km,Otomatik,Dizel,MPV,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,4 boyalı,Takasa Uygun,Galeriden,İkinci El,410000.0
Kopyalandı31679583,14 Aralık 2025,Citroen,C4,1.2 PureTech Feel Bold,2024,7.100 km,Otomatik,Benzin,SUV,Kırmızı,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1500000.0
Kopyalandı31575568,14 Aralık 2025,Citroen,e-C4 X,Max,2025,6.201 km,Otomatik,Elektrik,SUV,Lacivert,,156 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1980000.0
Kopyalandı31419287,14 Aralık 2025,Citroen,C-Elysee,1.6 HDi Attraction,2016,254.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,449000.0
Kopyalandı35803534,13 Aralık 2025,Citroen,C1,1.4 HDi SX,2007,249.800 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,55 hp,Önden Çekiş,"4,1 lt",35 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,320000.0
Kopyalandı35799995,13 Aralık 2025,Citroen,C-Elysee,1.5 BlueHDi Feel,2022,140.000 km,Düz,Dizel,Sedan,Füme,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,785000.0
Kopyalandı35797752,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel Bold,2022,36.800 km,Düz,Benzin,Hatchback/5,Beyaz,1199 cc,83 hp,Önden Çekiş,"4,2 lt",45 lt,Tamamı orjinal,-,Sahibinden,İkinci El,850000.0
Kopyalandı25273600,13 Aralık 2025,Citroen,C5,1.6 HDi SX PK,2007,220.000 km,Düz,Dizel,Sedan,Siyah,1560 cc,111 hp,Önden Çekiş,"5,4 lt",66 lt,"1 değişen, 11 boyalı",,Sahibinden,İkinci El,385000.0
Kopyalandı35789856,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel,2022,21.000 km,Düz,Benzin,Hatchback/5,Beyaz,1199 cc,83 hp,Önden Çekiş,"4,2 lt",45 lt,Tamamı orjinal,,Sahibinden,İkinci El,980000.0
Kopyalandı35789888,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Attraction,2016,116.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,,Sahibinden,İkinci El,725000.0
Kopyalandı35789627,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel Bold,2024,21.500 km,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,,Sahibinden,İkinci El,1230000.0
Kopyalandı34953618,13 Aralık 2025,Citroen,C5,1.6 e-HDi Confort,2011,279.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,"1 değişen, 8 boyalı",Takasa Uygun,Sahibinden,İkinci El,450000.0
Kopyalandı35676247,13 Aralık 2025,Citroen,C4,1.2 PureTech Feel Bold,2022,45.000 km,Otomatik,Benzin,SUV,Beyaz,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,,Sahibinden,İkinci El,1300000.0
Kopyalandı32985049,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Exclusive,2014,206.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,1 lt",48 lt,Tamamı orjinal,,Sahibinden,İkinci El,660000.0
Kopyalandı35786928,13 Aralık 2025,Citroen,C5,1.6 e-HDi Confort,2011,303.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,"1 değişen, 2 boyalı",,Sahibinden,İkinci El,550000.0
Kopyalandı33463445,13 Aralık 2025,Citroen,Xsara,Picasso 1.6 SX,2001,300.000 km,Düz,LPG & Benzin,MPV,Mavi (metalik),1587 cc,96 hp,Önden Çekiş,"7,5 lt",55 lt,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,160000.0
Kopyalandı24585990,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Attraction,2013,266.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,3 boyalı,Takasa Uygun,Sahibinden,İkinci El,490000.0
Kopyalandı29430355,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Attraction,2013,260.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,4 boyalı,Takasa Uygun,Sahibinden,İkinci El,480000.0
Kopyalandı35251969,13 Aralık 2025,Citroen,C-Elysee,1.2 VTi Comfort,2014,149.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1199 cc,73 hp,Önden Çekiş,"5,1 lt",50 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,565000.0
Kopyalandı35251967,13 Aralık 2025,Citroen,C-Elysee,1.2 VTi Attraction,2013,205.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1199 cc,73 hp,Önden Çekiş,"5,3 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,489999.0
Kopyalandı35251906,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel Bold,2023,79.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1119000.0
Kopyalandı35251905,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel Bold,2024,59.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1155000.0
Kopyalandı35251898,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel Bold,2023,62.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1075000.0
Kopyalandı35251869,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2024,42.000 km,Otomatik,Benzin,SUV,Kırmızı,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1459500.0
Kopyalandı35251851,13 Aralık 2025,Citroen,C4,1.6 HDi Attraction,2012,260.000 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,2 lt",60 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,İkinci El,539000.0
Kopyalandı35250888,13 Aralık 2025,Citroen,C-Elysee,1.5 BlueHDi Feel,2021,127.000 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,724000.0
Kopyalandı35250879,13 Aralık 2025,Citroen,C-Elysee,1.5 BlueHDi Feel,2023,61.750 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,890000.0
Kopyalandı35793077,13 Aralık 2025,Citroen,C3,1.2 PureTech Shine,2022,38.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1165000.0
Kopyalandı24741676,13 Aralık 2025,Citroen,C5,1.6 e-HDi Confort,2012,198.000 km,Düz,Dizel,Sedan,Siyah,,,,,,"1 değişen, 1 boyalı",,Sahibinden,İkinci El,755000.0
Kopyalandı35211881,13 Aralık 2025,Citroen,C5,1.6 HDi SX,2011,309.000 km,Düz,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,545000.0
Kopyalandı35792398,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel S Edition,2021,51.128 km,Düz,Benzin,Hatchback/5,Mavi,1199 cc,83 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,880000.0
Kopyalandı33320362,13 Aralık 2025,Citroen,C3,1.4 HDi Exclusive,2010,218.000 km,Düz,Dizel,Hatchback/5,Füme,1398 cc,71 hp,Önden Çekiş,"4,2 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,569000.0
Kopyalandı35784589,13 Aralık 2025,Citroen,C4,1.6 HDi Confort,2014,244.000 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,2 lt",60 lt,"2 değişen, 3 boyalı",,Sahibinden,İkinci El,540000.0
Kopyalandı35574659,13 Aralık 2025,Citroen,e-C4,Shine Bold,2022,111.000 km,Otomatik,Elektrik,Hatchback/5,Gri,-,126 - 150 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1280000.0
Kopyalandı27841843,13 Aralık 2025,Citroen,C5,1.6 HDi SX PK,2007,427.000 km,Düz,Dizel,Sedan,Siyah,1560 cc,111 hp,Önden Çekiş,"5,4 lt",66 lt,2 değişen,Takasa Uygun,Sahibinden,İkinci El,350000.0
Kopyalandı35216565,13 Aralık 2025,Citroen,e-C4 X,Max,2025,6.001 km,Otomatik,Elektrik,Hatchback/5,Beyaz,-,101 - 125 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,1415000.0
Kopyalandı35216444,13 Aralık 2025,Citroen,AMİ,My Ami Pop,2023,10.500 km,Otomatik,Elektrik,Coupe,Mavi,-,50 HP'ye kadar,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,515000.0
Kopyalandı35783791,13 Aralık 2025,Citroen,Saxo,1.5D SX,2000,385.000 km,Düz,Dizel,Hatchback/5,Beyaz,1527 cc,58 hp,Önden Çekiş,"5,2 lt",45 lt,Belirtilmemiş,,Sahibinden,İkinci El,175000.0
Kopyalandı35781976,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Exclusive,2014,165.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,1 lt",48 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,510000.0
Kopyalandı35211878,13 Aralık 2025,Citroen,C5,1.6 HDi Dynamique,2011,149.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,114 hp,Önden Çekiş,5 lt,71 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,669000.0
Kopyalandı35211873,13 Aralık 2025,Citroen,e-C4 X,Shine Bold,2023,39.000 km,Otomatik,Elektrik,Sedan,Beyaz,-,151 - 175 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1450000.0
Kopyalandı35211844,13 Aralık 2025,Citroen,C4,1.6 e-HDi Confort Plus,2012,210.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1560 cc,114 hp,Önden Çekiş,"4,2 lt",60 lt,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,İkinci El,644750.0
Kopyalandı35211841,13 Aralık 2025,Citroen,C4,1.6 e-HDi Confort,2013,172.000 km,Otomatik,Dizel,Hatchback/5,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,1 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,830000.0
Kopyalandı35211766,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Live,2017,140.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,4 boyalı,Takasa Uygun,Galeriden,İkinci El,739000.0
Kopyalandı35669756,13 Aralık 2025,Citroen,AMİ,My Ami Pop,2024,6.000 km,,Elektrik,,Mavi,,,,,,Tamamı orjinal,,Sahibinden,İkinci El,450000.0
Kopyalandı35211726,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Attraction,2013,310.000 km,Düz,Dizel,Sedan,Gri,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"4 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,429000.0
Kopyalandı35782744,13 Aralık 2025,Citroen,C-Elysee,1.6 BlueHDi Live,2018,73.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,100 hp,Önden Çekiş,"3,8 lt",50 lt,2 değişen,,Sahibinden,İkinci El,735000.0
Kopyalandı35211594,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel,2019,45.500 km,Otomatik,Benzin,Hatchback/5,Mavi,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1065000.0
Kopyalandı35211529,13 Aralık 2025,Citroen,C-Elysee,1.5 BlueHDi Shine,2020,156.000 km,Düz,Dizel,Sedan,Füme,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,,,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,708000.0
Kopyalandı35755901,13 Aralık 2025,Citroen,C3,1.2 PureTech Elle,2023,28.800 km,Otomatik,Benzin,Hatchback/5,Gri,1199 cc,112 hp,Önden Çekiş,"4,8 lt",47 lt,Tamamı orjinal,,Sahibinden,İkinci El,1190000.0
Kopyalandı35788063,13 Aralık 2025,Citroen,C-Elysee,1.5 BlueHDi Feel,2022,99.999 km,Düz,Dizel,Sedan,Gri,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,850000.0
Kopyalandı35781570,13 Aralık 2025,Citroen,C3,1.6 HDi SX,2006,197.800 km,Düz,Dizel,Hatchback/5,Turkuaz,1560 cc,93 hp,Önden Çekiş,"4,4 lt",47 lt,7 boyalı,,Sahibinden,İkinci El,375000.0
Kopyalandı35207489,13 Aralık 2025,Citroen,C-Elysee,1.6 HDi Confort,2016,244.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,518000.0
Kopyalandı35204564,13 Aralık 2025,Citroen,C3,1.2 PureTech Feel,2021,115.000 km,Düz,Benzin,Hatchback/5,Beyaz,1199 cc,83 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,749000.0
Kopyalandı35780970,13 Aralık 2025,Citroen,C5,1.6 HDi SX PK,2012,123.000 km,Düz,Dizel,Sedan,Siyah,1560 cc,111 hp,Önden Çekiş,"5,6 lt",71 lt,3 boyalı,Takasa Uygun,Sahibinden,İkinci El,775000.0
Kopyalandı35787690,13 Aralık 2025,Citroen,C-Elysee,1.5 BlueHDi Shine,2020,109.000 km,Düz,Dizel,Sedan,Gri,1499 cc,100 hp,Önden Çekiş,"3,9 lt",50 lt,2 değişen,Takasa Uygun,Galeriden,İkinci El,820000.0
Kopyalandı35780671,13 Aralık 2025,Citroen,C2,1.4 HDi SX,2006,315.000 km,Düz,Dizel,Hatchback/3,Siyah,1398 cc,71 hp,Önden Çekiş,"4,2 lt",41 lt,"2 değişen, 9 boyalı",,Sahibinden,İkinci El,250000.0
Kopyalandı35780045,13 Aralık 2025,Citroen,C4,1.6 e-HDi Confort,2012,198.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1560 cc,114 hp,Önden Çekiş,"4,2 lt",60 lt,Tamamı orjinal,,Sahibinden,İkinci El,720000.0
Kopyalandı35785404,13 Aralık 2025,Citroen,Xantia,2.0 SX,1996,188.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1998 cc,125 hp,Önden Çekiş,,65 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,165000.0
Kopyalandı35785398,13 Aralık 2025,Citroen,C5,1.6 e-HDi Dynamique,2011,340.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,499900.0
Kopyalandı35785397,13 Aralık 2025,Citroen,C5,1.6 e-HDi Confort,2011,260.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,545000.0
Kopyalandı32565112,13 Aralık 2025,Citroen,C5,1.6 HDi SX PK,2010,140.000 km,Düz,Dizel,Sedan,Bej,1560 cc,111 hp,Önden Çekiş,"5,6 lt",71 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,710000.0
Kopyalandı32079153,13 Aralık 2025,Citroen,C5,1.6 e-HDi Dynamique,2011,223.000 km,Yarı Otomatik,Dizel,Sedan,Füme,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,669000.0
Kopyalandı32856978,13 Aralık 2025,Citroen,e-C4 X,Max,2025,9.000 km,Otomatik,Elektrik,SUV,Lacivert,,156 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1675000.0
Kopyalandı35785342,13 Aralık 2025,Citroen,e-C4 X,Shine Bold,2024,18.000 km,Otomatik,Elektrik,Sedan,Beyaz,-,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1419000.0
Kopyalandı35785341,13 Aralık 2025,Citroen,e-C4 X,Shine Bold,2024,26.000 km,Otomatik,Elektrik,Sedan,Kırmızı,-,151 - 175 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1450000.0
Kopyalandı35785334,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2024,22.000 km,Otomatik,Benzin,SUV,Lacivert,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1465000.0
Kopyalandı35785331,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2024,30.000 km,Otomatik,Benzin,SUV,Siyah,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1489500.0
Kopyalandı35785329,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2023,17.697 km,Otomatik,Benzin,SUV,Gri,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1495000.0
Kopyalandı35785328,13 Aralık 2025,Citroen,C4,1.2 PureTech You,2025,20.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1459500.0
Kopyalandı35785327,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2023,44.450 km,Otomatik,Benzin,SUV,Füme,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1379000.0
Kopyalandı35785325,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine Bold,2023,49.000 km,Otomatik,Benzin,SUV,Gri,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,1 değişen,Takasa Uygun,Galeriden,İkinci El,1469000.0
Kopyalandı35785323,13 Aralık 2025,Citroen,C4,1.2 PureTech You,2025,20.000 km,Otomatik,Benzin,Hatchback/5,Lacivert,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1423000.0
Kopyalandı35785321,13 Aralık 2025,Citroen,C4,1.2 PureTech You,2025,21.000 km,Otomatik,Benzin,Hatchback/5,Yeşil,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1459500.0
Kopyalandı35785319,13 Aralık 2025,Citroen,C4,1.2 PureTech You,2024,25.000 km,Otomatik,Benzin,Hatchback/5,Yeşil,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1440000.0
Kopyalandı35785315,13 Aralık 2025,Citroen,C4,1.2 PureTech You,2025,17.000 km,Otomatik,Benzin,Hatchback/5,Gri,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1439750.0
Kopyalandı35785314,13 Aralık 2025,Citroen,C4,1.2 PureTech You,2025,21.400 km,Otomatik,Benzin,Hatchback/5,Lacivert,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1419000.0
Kopyalandı35785313,13 Aralık 2025,Citroen,C4,1.2 PureTech You,2025,21.500 km,Otomatik,Benzin,Hatchback/5,Gri,1199 cc,132 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1449000.0
Kopyalandı35785312,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Max,2025,6.005 km,Otomatik,Benzin,SUV,Füme,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1758500.0
Kopyalandı35785309,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2024,27.600 km,Otomatik,Benzin,SUV,Siyah,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1379000.0
Kopyalandı35785308,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2023,57.900 km,Otomatik,Benzin,SUV,Füme,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1369000.0
Kopyalandı35785306,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2023,53.500 km,Otomatik,Benzin,SUV,Gri,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1344000.0
Kopyalandı35785303,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2023,63.000 km,Otomatik,Benzin,SUV,Siyah,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1345000.0
Kopyalandı35785302,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine,2023,69.800 km,Otomatik,Benzin,SUV,Füme,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1329900.0
Kopyalandı35785298,13 Aralık 2025,Citroen,C3,1.6 HDi SX,2008,220.000 km,Düz,Dizel,Hatchback/5,Siyah,1560 cc,93 hp,Önden Çekiş,"4,4 lt",47 lt,"1 değişen, 7 boyalı",Takasa Uygun,Galeriden,İkinci El,390000.0
Kopyalandı35785297,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2023,60.000 km,Otomatik,Benzin,SUV,Gri,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1285000.0
Kopyalandı35785295,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2024,57.000 km,Otomatik,Benzin,SUV,Gri,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1325000.0
Kopyalandı35785291,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Max,2025,24.000 km,Otomatik,Benzin,SUV,Beyaz,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1785000.0
Kopyalandı35785290,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2023,57.000 km,Otomatik,Benzin,SUV,Gri,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,1249000.0
Kopyalandı35785287,13 Aralık 2025,Citroen,C3,1.6 VTi Confort,2011,178.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1598 cc,122 hp,Önden Çekiş,7 lt,50 lt,3 boyalı,Takasa Uygun,Galeriden,İkinci El,615000.0
Kopyalandı33986518,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2024,58.000 km,Otomatik,Benzin,SUV,Lacivert,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1309000.0
Kopyalandı33419080,13 Aralık 2025,Citroen,C4 X,1.2 PureTech Max,2025,17.950 km,Otomatik,Benzin,SUV,Yeşil,1199 cc,132 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1575000.0
